capacidad_mochila,2500000,,
id,valor,peso
349,562,462
350,631,531
351,403,303
352,140,40
353,377,277
354,995,895
355,746,646
356,430,330
357,580,480
358,238,138
359,709,609
360,828,728
361,122,22
362,221,121
363,372,272
364,735,635
365,345,245
366,145,45
367,778,678
368,179,79
369,517,417
370,933,833
371,418,318
372,993,893
373,215,115
374,465,365
375,720,620
376,875,775
377,193,93
378,313,213
379,463,363
380,157,57
381,948,848
382,1083,983
383,844,744
384,934,834
385,230,130
386,568,468
387,821,721
388,815,715
389,830,730
390,177,77
391,1097,997
392,746,646
393,418,318
394,834,734
395,1037,937
396,1022,922
397,700,600
398,860,760
399,307,207
400,934,834
401,973,873
402,378,278
403,256,156
404,1024,924
405,817,717
406,786,686
407,403,303
408,780,680
409,955,855
410,765,665
411,772,672
412,901,801
413,212,112
414,591,491
415,821,721
416,781,681
417,1018,918
418,882,782
419,441,341
420,945,845
421,1040,940
422,730,630
423,597,497
424,816,716
425,621,521
426,621,521
427,182,82
428,938,838
429,891,791
430,882,782
431,791,691
432,993,893
433,457,357
434,466,366
435,108,8
436,275,175
437,104,4
438,300,200
439,399,299
440,1022,922
441,181,81
442,741,641
443,324,224
444,716,616
445,277,177
446,492,392
447,852,752
448,701,601
449,1020,920
450,255,155
451,308,208
452,327,227
453,739,639
454,1051,951
455,783,683
456,124,24
457,673,573
458,684,584
459,779,679
460,695,595
461,985,885
462,674,574
463,598,498
464,807,707
465,535,435
466,319,219
467,937,837
468,185,85
469,280,180
470,302,202
471,465,365
472,958,858
473,688,588
474,714,614
475,488,388
476,351,251
477,550,450
478,1092,992
479,780,680
480,620,520
481,828,728
482,632,532
483,549,449
484,577,477
485,456,356
486,909,809
487,710,610
488,1031,931
489,733,633
490,801,701
491,651,551
492,746,646
493,478,378
494,354,254
495,517,417
496,464,364
497,148,48
498,1015,915
499,475,375
500,839,739
501,1061,961
502,554,454
503,524,424
504,1098,998
505,853,753
506,163,63
507,170,70
508,152,52
509,451,351
510,1095,995
511,913,813
512,818,718
513,336,236
514,699,599
515,718,618
516,1013,913
517,185,85
518,1072,972
519,1036,936
520,207,107
521,277,177
522,696,596
523,1052,952
524,348,248
525,401,301
526,925,825
527,698,598
528,980,880
529,957,857
530,464,364
531,260,160
532,862,762
533,684,584
534,854,754
535,291,191
536,146,46
537,775,675
538,375,275
539,721,621
540,481,381
541,385,285
542,619,519
543,115,15
544,593,493
545,982,882
546,313,213
547,272,172
548,566,466
549,685,585
550,755,655
551,700,600
552,993,893
553,490,390
554,523,423
555,993,893
556,252,152
557,196,96
558,192,92
559,950,850
560,710,610
561,926,826
562,202,102
563,763,663
564,897,797
565,1060,960
566,337,237
567,502,402
568,1044,944
569,947,847
570,887,787
571,559,459
572,311,211
573,266,166
574,485,385
575,528,428
576,418,318
577,492,392
578,588,488
579,493,393
580,560,460
581,320,220
582,897,797
583,964,864
584,749,649
585,735,635
586,932,832
587,909,809
588,878,778
589,307,207
590,195,95
591,713,613
592,421,321
593,390,290
594,392,292
595,187,87
596,1072,972
597,267,167
598,1050,950
599,697,597
600,851,751
601,935,835
602,685,585
603,614,514
604,831,731
605,529,429
606,982,882
607,721,621
608,428,328
609,938,838
610,403,303
611,394,294
612,1096,996
613,376,276
614,493,393
615,522,422
616,389,289
617,706,606
618,563,463
619,660,560
620,410,310
621,785,685
622,1098,998
623,707,607
624,421,321
625,746,646
626,161,61
627,818,718
628,912,812
629,356,256
630,997,897
631,464,364
632,1079,979
633,599,499
634,718,618
635,197,97
636,504,404
637,366,266
638,203,103
639,190,90
640,207,107
641,890,790
642,611,511
643,182,82
644,932,832
645,1034,934
646,880,780
647,1030,930
648,455,355
649,1096,996
650,808,708
651,354,254
652,407,307
653,683,583
654,541,441
655,569,469
656,425,325
657,765,665
658,560,460
659,338,238
660,563,463
661,999,899
662,424,324
663,930,830
664,123,23
665,481,381
666,962,862
667,775,675
668,163,63
669,510,410
670,818,718
671,839,739
672,315,215
673,610,510
674,416,316
675,353,253
676,306,206
677,153,53
678,190,90
679,115,15
680,419,319
681,674,574
682,723,623
683,122,22
684,1086,986
685,377,277
686,375,275
687,302,202
688,800,700
689,160,60
690,779,679
691,763,663
692,573,473
693,234,134
694,667,567
695,407,307
696,829,729
697,284,184
698,202,102
699,220,120
700,684,584
701,866,766
702,315,215
703,314,214
704,405,305
705,485,385
706,1056,956
707,324,224
708,900,800
709,371,271
710,562,462
711,770,670
712,636,536
713,545,445
714,257,157
715,423,323
716,321,221
717,633,533
718,257,157
719,954,854
720,446,346
721,310,210
722,359,259
723,239,139
724,574,474
725,601,501
726,339,239
727,121,21
728,895,795
729,553,453
730,1018,918
731,756,656
732,519,419
733,938,838
734,917,817
735,876,776
736,292,192
737,463,363
738,892,792
739,485,385
740,846,746
741,697,597
742,151,51
743,790,690
744,803,703
745,242,142
746,914,814
747,1054,954
748,316,216
749,235,135
750,1003,903
751,926,826
752,680,580
753,545,445
754,608,508
755,549,449
756,725,625
757,866,766
758,463,363
759,1045,945
760,592,492
761,233,133
762,847,747
763,802,702
764,202,102
765,699,599
766,720,620
767,456,356
768,171,71
769,179,79
770,697,597
771,328,228
772,280,180
773,860,760
774,977,877
775,904,804
776,1043,943
777,675,575
778,482,382
779,695,595
780,198,98
781,1054,954
782,116,16
783,1000,900
784,745,645
785,488,388
786,381,281
787,181,81
788,331,231
789,452,352
790,317,217
791,502,402
792,855,755
793,1087,987
794,725,625
795,1046,946
796,853,753
797,1029,929
798,173,73
799,584,484
800,781,681
801,990,890
802,593,493
803,211,111
804,764,664
805,205,105
806,1050,950
807,614,514
808,286,186
809,274,174
810,745,645
811,1052,952
812,604,504
813,611,511
814,1026,926
815,1073,973
816,265,165
817,1064,964
818,787,687
819,528,428
820,300,200
821,437,337
822,518,418
823,486,386
824,939,839
825,450,350
826,341,241
827,1077,977
828,599,499
829,156,56
830,628,528
831,418,318
832,563,463
833,442,342
834,430,330
835,962,862
836,927,827
837,1044,944
838,154,54
839,617,517
840,1055,955
841,493,393
842,167,67
843,377,277
844,367,267
845,350,250
846,448,348
847,996,896
848,528,428
849,418,318
850,307,207
851,333,233
852,506,406
853,262,162
854,905,805
855,440,340
856,946,846
857,931,831
858,456,356
859,235,135
860,263,163
861,1014,914
862,378,278
863,1059,959
864,1077,977
865,663,563
866,395,295
867,583,483
868,587,487
869,408,308
870,480,380
871,647,547
872,226,126
873,163,63
874,393,293
875,351,251
876,1095,995
877,187,87
878,777,677
879,147,47
880,917,817
881,509,409
882,984,884
883,671,571
884,664,564
885,586,486
886,999,899
887,951,851
888,449,349
889,711,611
890,106,6
891,515,415
892,309,209
893,241,141
894,1094,994
895,615,515
896,878,778
897,177,77
898,466,366
899,492,392
900,732,632
901,609,509
902,128,28
903,771,671
904,160,60
905,427,327
906,673,573
907,204,104
908,367,267
909,554,454
910,535,435
911,484,384
912,660,560
913,684,584
914,238,138
915,872,772
916,720,620
917,624,524
918,489,389
919,1036,936
920,173,73
921,400,300
922,272,172
923,402,302
924,460,360
925,247,147
926,893,793
927,303,203
928,122,22
929,905,805
930,1009,909
931,646,546
932,861,761
933,690,590
934,326,226
935,401,301
936,712,612
937,523,423
938,622,522
939,843,743
940,764,664
941,703,603
942,735,635
943,1073,973
944,144,44
945,660,560
946,669,569
947,997,897
948,209,109
949,1066,966
950,157,57
951,942,842
952,199,99
953,111,11
954,1006,906
955,520,420
956,677,577
957,590,490
958,756,656
959,440,340
960,193,93
961,491,391
962,164,64
963,475,375
964,466,366
965,127,27
966,538,438
967,145,45
968,677,577
969,473,373
970,1070,970
971,767,667
972,1032,932
973,266,166
974,284,184
975,292,192
976,479,379
977,890,790
978,1008,908
979,942,842
980,945,845
981,329,229
982,310,210
983,522,422
984,735,635
985,233,133
986,562,462
987,812,712
988,709,609
989,438,338
990,933,833
991,571,471
992,144,44
993,357,257
994,969,869
995,788,688
996,758,658
997,512,412
998,616,516
999,464,364
1000,352,252
1001,893,793
1002,409,309
1003,647,547
1004,434,334
1005,583,483
1006,966,866
1007,739,639
1008,641,541
1009,129,29
1010,806,706
1011,728,628
1012,919,819
1013,536,436
1014,836,736
1015,870,770
1016,583,483
1017,225,125
1018,307,207
1019,742,642
1020,711,611
1021,875,775
1022,714,614
1023,1021,921
1024,994,894
1025,135,35
1026,238,138
1027,564,464
1028,646,546
1029,733,633
1030,183,83
1031,1089,989
1032,314,214
1033,249,149
1034,927,827
1035,510,410
1036,1023,923
1037,747,647
1038,752,652
1039,786,686
1040,791,691
1041,1036,936
1042,666,566
1043,331,231
1044,429,329
1045,927,827
1046,442,342
1047,632,532
1048,454,354
1049,345,245
1050,765,665
1051,647,547
1052,142,42
1053,765,665
1054,230,130
1055,1004,904
1056,215,115
1057,259,159
1058,561,461
1059,731,631
1060,200,100
1061,542,442
1062,906,806
1063,899,799
1064,725,625
1065,617,517
1066,448,348
1067,386,286
1068,736,636
1069,947,847
1070,292,192
1071,798,698
1072,506,406
1073,1028,928
1074,223,123
1075,400,300
1076,799,699
1077,898,798
1078,869,769
1079,322,222
1080,359,259
1081,493,393
1082,181,81
1083,291,191
1084,505,405
1085,692,592
1086,757,657
1087,595,495
1088,769,669
1089,193,93
1090,1037,937
1091,575,475
1092,393,293
1093,557,457
1094,1046,946
1095,612,512
1096,526,426
1097,149,49
1098,577,477
1099,1046,946
1100,849,749
1101,132,32
1102,538,438
1103,949,849
1104,403,303
1105,405,305
1106,418,318
1107,257,157
1108,188,88
1109,269,169
1110,1070,970
1111,876,776
1112,348,248
1113,1089,989
1114,611,511
1115,866,766
1116,838,738
1117,943,843
1118,614,514
1119,410,310
1120,639,539
1121,380,280
1122,696,596
1123,684,584
1124,478,378
1125,263,163
1126,492,392
1127,412,312
1128,159,59
1129,383,283
1130,399,299
1131,191,91
1132,167,67
1133,508,408
1134,464,364
1135,865,765
1136,710,610
1137,1088,988
1138,437,337
1139,170,70
1140,443,343
1141,989,889
1142,806,706
1143,1023,923
1144,790,690
1145,526,426
1146,257,157
1147,147,47
1148,611,511
1149,834,734
1150,358,258
1151,940,840
1152,708,608
1153,417,317
1154,1079,979
1155,1080,980
1156,935,835
1157,121,21
1158,835,735
1159,244,144
1160,306,206
1161,195,95
1162,982,882
1163,323,223
1164,118,18
1165,859,759
1166,854,754
1167,719,619
1168,955,855
1169,819,719
1170,976,876
1171,179,79
1172,208,108
1173,417,317
1174,417,317
1175,940,840
1176,946,846
1177,210,110
1178,160,60
1179,454,354
1180,963,863
1181,366,266
1182,345,245
1183,118,18
1184,1045,945
1185,185,85
1186,220,120
1187,257,157
1188,187,87
1189,706,606
1190,912,812
1191,351,251
1192,1011,911
1193,192,92
1194,249,149
1195,183,83
1196,191,91
1197,476,376
1198,472,372
1199,636,536
1200,276,176
1201,588,488
1202,599,499
1203,177,77
1204,382,282
1205,175,75
1206,719,619
1207,653,553
1208,1036,936
1209,123,23
1210,290,190
1211,251,151
1212,687,587
1213,130,30
1214,151,51
1215,276,176
1216,847,747
1217,1040,940
1218,1058,958
1219,1039,939
1220,691,591
1221,796,696
1222,887,787
1223,498,398
1224,1037,937
1225,661,561
1226,997,897
1227,819,719
1228,949,849
1229,175,75
1230,144,44
1231,415,315
1232,567,467
1233,564,464
1234,947,847
1235,235,135
1236,329,229
1237,488,388
1238,385,285
1239,530,430
1240,754,654
1241,845,745
1242,622,522
1243,295,195
1244,756,656
1245,559,459
1246,907,807
1247,413,313
1248,167,67
1249,736,636
1250,801,701
1251,250,150
1252,119,19
1253,258,158
1254,537,437
1255,349,249
1256,221,121
1257,876,776
1258,738,638
1259,728,628
1260,793,693
1261,322,222
1262,726,626
1263,1038,938
1264,642,542
1265,330,230
1266,192,92
1267,1062,962
1268,935,835
1269,587,487
1270,484,384
1271,1038,938
1272,437,337
1273,564,464
1274,981,881
1275,921,821
1276,575,475
1277,548,448
1278,880,780
1279,681,581
1280,875,775
1281,705,605
1282,929,829
1283,251,151
1284,424,324
1285,471,371
1286,755,655
1287,602,502
1288,881,781
1289,994,894
1290,405,305
1291,362,262
1292,476,376
1293,1041,941
1294,763,663
1295,506,406
1296,385,285
1297,245,145
1298,264,164
1299,146,46
1300,1027,927
1301,133,33
1302,971,871
1303,571,471
1304,922,822
1305,274,174
1306,168,68
1307,668,568
1308,278,178
1309,374,274
1310,517,417
1311,361,261
1312,694,594
1313,342,242
1314,835,735
1315,566,466
1316,709,609
1317,1025,925
1318,991,891
1319,183,83
1320,641,541
1321,628,528
1322,575,475
1323,1031,931
1324,431,331
1325,690,590
1326,745,645
1327,913,813
1328,256,156
1329,992,892
1330,418,318
1331,676,576
1332,479,379
1333,537,437
1334,119,19
1335,798,698
1336,631,531
1337,158,58
1338,749,649
1339,972,872
1340,459,359
1341,900,800
1342,535,435
1343,116,16
1344,410,310
1345,649,549
1346,1008,908
1347,355,255
1348,593,493
1349,957,857
1350,271,171
1351,445,345
1352,344,244
1353,275,175
1354,591,491
1355,636,536
1356,710,610
1357,148,48
1358,138,38
1359,329,229
1360,702,602
1361,498,398
1362,1006,906
1363,575,475
1364,865,765
1365,397,297
1366,608,508
1367,738,638
1368,1066,966
1369,553,453
1370,886,786
1371,1028,928
1372,825,725
1373,1047,947
1374,882,782
1375,904,804
1376,810,710
1377,712,612
1378,877,777
1379,747,647
1380,967,867
1381,393,293
1382,642,542
1383,776,676
1384,585,485
1385,441,341
1386,537,437
1387,1076,976
1388,698,598
1389,293,193
1390,814,714
1391,469,369
1392,979,879
1393,1011,911
1394,979,879
1395,706,606
1396,311,211
1397,425,325
1398,707,607
1399,1082,982
1400,709,609
1401,299,199
1402,314,214
1403,870,770
1404,163,63
1405,348,248
1406,647,547
1407,1092,992
1408,661,561
1409,1054,954
1410,355,255
1411,273,173
1412,448,348
1413,779,679
1414,314,214
1415,389,289
1416,562,462
1417,864,764
1418,752,652
1419,519,419
1420,976,876
1421,718,618
1422,619,519
1423,492,392
1424,288,188
1425,137,37
1426,370,270
1427,175,75
1428,234,134
1429,408,308
1430,774,674
1431,517,417
1432,757,657
1433,657,557
1434,795,695
1435,120,20
1436,691,591
1437,687,587
1438,653,553
1439,697,597
1440,256,156
1441,207,107
1442,510,410
1443,940,840
1444,452,352
1445,262,162
1446,517,417
1447,260,160
1448,936,836
1449,227,127
1450,457,357
1451,679,579
1452,453,353
1453,1034,934
1454,144,44
1455,160,60
1456,556,456
1457,730,630
1458,750,650
1459,527,427
1460,909,809
1461,550,450
1462,984,884
1463,526,426
1464,646,546
1465,949,849
1466,387,287
1467,949,849
1468,1040,940
1469,506,406
1470,473,373
1471,333,233
1472,210,110
1473,830,730
1474,1044,944
1475,876,776
1476,1055,955
1477,203,103
1478,598,498
1479,280,180
1480,738,638
1481,296,196
1482,1068,968
1483,937,837
1484,299,199
1485,892,792
1486,253,153
1487,643,543
1488,517,417
1489,458,358
1490,368,268
1491,274,174
1492,765,665
1493,1070,970
1494,921,821
1495,137,37
1496,918,818
1497,635,535
1498,893,793
1499,1099,999
1500,1027,927
1501,463,363
1502,172,72
1503,277,177
1504,640,540
1505,414,314
1506,165,65
1507,820,720
1508,767,667
1509,220,120
1510,1079,979
1511,797,697
1512,772,672
1513,552,452
1514,300,200
1515,179,79
1516,368,268
1517,391,291
1518,1019,919
1519,1048,948
1520,485,385
1521,854,754
1522,208,108
1523,756,656
1524,410,310
1525,543,443
1526,811,711
1527,325,225
1528,906,806
1529,309,209
1530,765,665
1531,1081,981
1532,341,241
1533,226,126
1534,705,605
1535,453,353
1536,1058,958
1537,278,178
1538,259,159
1539,612,512
1540,868,768
1541,155,55
1542,216,116
1543,246,146
1544,506,406
1545,336,236
1546,835,735
1547,367,267
1548,1081,981
1549,1076,976
1550,180,80
1551,657,557
1552,473,373
1553,459,359
1554,505,405
1555,251,151
1556,607,507
1557,905,805
1558,300,200
1559,199,99
1560,224,124
1561,815,715
1562,321,221
1563,439,339
1564,948,848
1565,518,418
1566,696,596
1567,855,755
1568,829,729
1569,827,727
1570,840,740
1571,861,761
1572,263,163
1573,594,494
1574,235,135
1575,672,572
1576,173,73
1577,853,753
1578,194,94
1579,1007,907
1580,157,57
1581,764,664
1582,277,177
1583,367,267
1584,186,86
1585,990,890
1586,735,635
1587,813,713
1588,988,888
1589,723,623
1590,275,175
1591,226,126
1592,267,167
1593,1090,990
1594,869,769
1595,314,214
1596,886,786
1597,1074,974
1598,770,670
1599,540,440
1600,883,783
1601,200,100
1602,916,816
1603,560,460
1604,602,502
1605,532,432
1606,673,573
1607,825,725
1608,782,682
1609,358,258
1610,836,736
1611,521,421
1612,581,481
1613,464,364
1614,691,591
1615,246,146
1616,988,888
1617,153,53
1618,799,699
1619,256,156
1620,399,299
1621,374,274
1622,461,361
1623,377,277
1624,1096,996
1625,668,568
1626,653,553
1627,894,794
1628,1043,943
1629,544,444
1630,126,26
1631,399,299
1632,969,869
1633,331,231
1634,549,449
1635,1050,950
1636,416,316
1637,749,649
1638,144,44
1639,985,885
1640,404,304
1641,206,106
1642,571,471
1643,1043,943
1644,127,27
1645,703,603
1646,898,798
1647,618,518
1648,985,885
1649,1063,963
1650,1055,955
1651,296,196
1652,693,593
1653,102,2
1654,152,52
1655,481,381
1656,500,400
1657,315,215
1658,756,656
1659,808,708
1660,449,349
1661,254,154
1662,927,827
1663,241,141
1664,668,568
1665,346,246
1666,430,330
1667,119,19
1668,721,621
1669,186,86
1670,197,97
1671,180,80
1672,1008,908
1673,629,529
1674,133,33
1675,1060,960
1676,977,877
1677,990,890
1678,567,467
1679,218,118
1680,1037,937
1681,1027,927
1682,1053,953
1683,582,482
1684,1073,973
1685,1005,905
1686,599,499
1687,175,75
1688,511,411
1689,786,686
1690,752,652
1691,175,75
1692,357,257
1693,641,541
1694,689,589
1695,578,478
1696,1031,931
1697,314,214
1698,974,874
1699,462,362
1700,706,606
1701,150,50
1702,705,605
1703,981,881
1704,532,432
1705,506,406
1706,936,836
1707,510,410
1708,737,637
1709,402,302
1710,371,271
1711,474,374
1712,577,477
1713,499,399
1714,159,59
1715,494,394
1716,435,335
1717,243,143
1718,626,526
1719,919,819
1720,795,695
1721,166,66
1722,248,148
1723,523,423
1724,355,255
1725,838,738
1726,214,114
1727,883,783
1728,232,132
1729,986,886
1730,796,696
1731,524,424
1732,389,289
1733,623,523
1734,741,641
1735,939,839
1736,474,374
1737,535,435
1738,156,56
1739,312,212
1740,850,750
1741,481,381
1742,926,826
1743,240,140
1744,488,388
1745,1024,924
1746,292,192
1747,607,507
1748,177,77
1749,477,377
1750,1050,950
1751,148,48
1752,454,354
1753,921,821
1754,1064,964
1755,109,9
1756,114,14
1757,442,342
1758,118,18
1759,1057,957
1760,292,192
1761,272,172
1762,611,511
1763,348,248
1764,966,866
1765,667,567
1766,846,746
1767,736,636
1768,266,166
1769,305,205
1770,384,284
1771,1039,939
1772,430,330
1773,272,172
1774,892,792
1775,696,596
1776,877,777
1777,168,68
1778,735,635
1779,1023,923
1780,294,194
1781,220,120
1782,898,798
1783,760,660
1784,724,624
1785,522,422
1786,1032,932
1787,501,401
1788,414,314
1789,593,493
1790,1093,993
1791,144,44
1792,865,765
1793,653,553
1794,833,733
1795,257,157
1796,454,354
1797,1035,935
1798,773,673
1799,233,133
1800,1060,960
1801,528,428
1802,849,749
1803,1040,940
1804,456,356
1805,669,569
1806,267,167
1807,256,156
1808,812,712
1809,849,749
1810,726,626
1811,403,303
1812,601,501
1813,328,228
1814,281,181
1815,105,5
1816,396,296
1817,677,577
1818,171,71
1819,722,622
1820,1062,962
1821,732,632
1822,821,721
1823,907,807
1824,236,136
1825,769,669
1826,1082,982
1827,121,21
1828,487,387
1829,151,51
1830,655,555
1831,452,352
1832,719,619
1833,669,569
1834,464,364
1835,722,622
1836,209,109
1837,908,808
1838,485,385
1839,224,124
1840,172,72
1841,441,341
1842,441,341
1843,1018,918
1844,220,120
1845,176,76
1846,729,629
1847,339,239
1848,444,344
1849,420,320
1850,811,711
1851,568,468
1852,815,715
1853,140,40
1854,1073,973
1855,536,436
1856,158,58
1857,1094,994
1858,943,843
1859,798,698
1860,728,628
1861,577,477
1862,264,164
1863,993,893
1864,1067,967
1865,422,322
1866,997,897
1867,629,529
1868,203,103
1869,827,727
1870,149,49
1871,1038,938
1872,717,617
1873,121,21
1874,793,693
1875,688,588
1876,661,561
1877,202,102
1878,202,102
1879,905,805
1880,782,682
1881,672,572
1882,622,522
1883,650,550
1884,454,354
1885,456,356
1886,425,325
1887,178,78
1888,364,264
1889,771,671
1890,986,886
1891,472,372
1892,492,392
1893,581,481
1894,731,631
1895,1067,967
1896,1006,906
1897,602,502
1898,203,103
1899,741,641
1900,1091,991
1901,877,777
1902,1095,995
1903,1089,989
1904,818,718
1905,662,562
1906,355,255
1907,185,85
1908,901,801
1909,151,51
1910,1000,900
1911,1030,930
1912,1010,910
1913,182,82
1914,762,662
1915,994,894
1916,181,81
1917,1067,967
1918,979,879
1919,481,381
1920,782,682
1921,257,157
1922,843,743
1923,532,432
1924,594,494
1925,932,832
1926,699,599
1927,208,108
1928,408,308
1929,707,607
1930,980,880
1931,770,670
1932,609,509
1933,280,180
1934,184,84
1935,936,836
1936,884,784
1937,932,832
1938,555,455
1939,794,694
1940,643,543
1941,1042,942
1942,941,841
1943,736,636
1944,853,753
1945,398,298
1946,752,652
1947,714,614
1948,301,201
1949,454,354
1950,677,577
1951,815,715
1952,492,392
1953,531,431
1954,177,77
1955,645,545
1956,545,445
1957,913,813
1958,595,495
1959,933,833
1960,449,349
1961,218,118
1962,440,340
1963,899,799
1964,488,388
1965,370,270
1966,300,200
1967,1080,980
1968,1031,931
1969,785,685
1970,340,240
1971,149,49
1972,920,820
1973,1015,915
1974,113,13
1975,277,177
1976,882,782
1977,540,440
1978,970,870
1979,937,837
1980,225,125
1981,785,685
1982,170,70
1983,964,864
1984,944,844
1985,302,202
1986,719,619
1987,743,643
1988,383,283
1989,276,176
1990,635,535
1991,894,794
1992,892,792
1993,891,791
1994,1045,945
1995,1015,915
1996,711,611
1997,1070,970
1998,964,864
1999,726,626
2000,415,315
2001,637,537
2002,149,49
2003,461,361
2004,367,267
2005,1030,930
2006,286,186
2007,845,745
2008,984,884
2009,975,875
2010,117,17
2011,868,768
2012,935,835
2013,153,53
2014,902,802
2015,1036,936
2016,787,687
2017,744,644
2018,447,347
2019,156,56
2020,845,745
2021,221,121
2022,641,541
2023,395,295
2024,393,293
2025,814,714
2026,1062,962
2027,283,183
2028,998,898
2029,420,320
2030,875,775
2031,538,438
2032,839,739
2033,260,160
2034,1062,962
2035,504,404
2036,984,884
2037,255,155
2038,153,53
2039,425,325
2040,339,239
2041,855,755
2042,944,844
2043,745,645
2044,834,734
2045,817,717
2046,448,348
2047,1091,991
2048,769,669
2049,366,266
2050,484,384
2051,678,578
2052,991,891
2053,592,492
2054,1047,947
2055,119,19
2056,695,595
2057,397,297
2058,887,787
2059,693,593
2060,110,10
2061,124,24
2062,785,685
2063,1093,993
2064,675,575
2065,712,612
2066,393,293
2067,521,421
2068,827,727
2069,875,775
2070,1054,954
2071,148,48
2072,177,77
2073,1098,998
2074,657,557
2075,712,612
2076,387,287
2077,996,896
2078,472,372
2079,751,651
2080,1056,956
2081,325,225
2082,169,69
2083,463,363
2084,572,472
2085,394,294
2086,401,301
2087,196,96
2088,633,533
2089,648,548
2090,991,891
2091,353,253
2092,1054,954
2093,814,714
2094,936,836
2095,222,122
2096,629,529
2097,280,180
2098,288,188
2099,441,341
2100,836,736
2101,502,402
2102,101,1
2103,466,366
2104,905,805
2105,685,585
2106,703,603
2107,736,636
